"","directors","score_coef"
"1024","Rick de Oliveira",-0.0746077220715532
"1025","Gavin Wiesen",-0.0746077263129581
"1026","Mars Callahan",-0.074607727724516
"1027","David Schwimmer",-0.0746077291349526
"1028","Jim Mickle",-0.0746077305442919
"1029","Sam Levinson",-0.0746077319525574
"1030","Edward Burns",-0.0746077333597738
"1031","Mark Griffiths",-0.0746077347659643
"1032","Kevin Carraway",-0.0746077375750263
"1033","Robert Eggers",-0.0746077389779455
"1034","Anthony C. Ferrante",-0.0746077403798221
"1035","Robert Cary",-0.0746077417806793
"1036","Amanda Gusack",-0.0746077431805424
"1037","Charles Adelman",-0.0746077445794339
"1038","Eldar Rapaport",-0.0746077501638611
"1039","Clark Gregg",-0.0746077515572668
"1040","Nathan Frankowski",-0.0746077529496197
"1041","Jennifer Finnigan",-0.0746077585086757
"1042","John Gulager",-0.074607761281583
"1043","Tod Williams",-0.0746077626663588
"1044","Nnegest Likk??",-0.0746077640500475
"1045","Michael Schultz",-0.074607765432674
"1046","Peter M. Cohen",-0.0746077695744061
"1047","David Nixon",-0.0746077723303984
"1048","Leslye Headland",-0.0746077764559148
"1049","Bobby Roth",-0.0746077778289711
"1050","Kate Connor",-0.0746077792009787
"1051","Will Canon",-0.074607780571961
"1052","Philip Zlotorynski",-0.0746077819419421
"1053","Lance Kawas",-0.0746077833109454
"1054","Francesca Gregorini",-0.0746077846789953
"1055","Michael Jai White",-0.074607788777756
"1056","Darin Scott",-0.0746077928689368
"1057","Christian Sesma",-0.0746077942310298
"1058","Brian Caunter",-0.0746077955923605
"1059","Isaac Florentine",-0.0746077969529541
"1060","Susan Seidelman",-0.0746077983128334
"1061","Hank Braxtan",-0.074607799672023
"1062","Frank Sebastiano",-0.0746078010305472
"1063","Tony Giglio",-0.0746078051011667
"1064","Tim Boxell",-0.0746078105154074
"1065","Michael D. Sellers",-0.0746078118663461
"1066","Alex Rivera",-0.0746078145648731
"1067","John Murlowski",-0.0746078159125099
"1068","Danny Perez",-0.0746078172590933
"1069","Carmen Marron",-0.0746078186046472
"1070","Jason Stone",-0.0746078199491962
"1071","Jaco Booyens",-0.0746078212927635
"1072","Hayley Cloake",-0.0746078253178645
"1073","Rita Merson",-0.0746078266577688
"1074","Larry Clark",-0.0746078279968122
"1075","Dan Perri",-0.0746078306720712
"1076","Anthony O'Brien",-0.0746078320083354
"1077","Jerry Jameson",-0.0746078386761181
"1078","Marielle Heller",-0.0746078400067084
"1079","Huck Botko",-0.0746078453194353
"1080","David Duchovny",-0.0746078466451532
"1081","Mitchell Lichtenstein",-0.0746078479699187
"1082","Danny Provenzano",-0.0746078492937552
"1083","Noah Buschel",-0.074607850616688
"1084","Aaron Hann",-0.07460785193874
"1085","Simon Yin",-0.0746078532599352
"1086","Jeff Crook",-0.0746078545802978
"1087","Brad Copeland",-0.0746078558998515
"1088","Paul Bunnell",-0.0746078572186212
"1089","Tanner Beard",-0.0746078585366299
"1090","Scott Dow",-0.0746078598539022
"1091","Derick Martini",-0.0746078611704612
"1092","Tony Krantz",-0.0746078651150934
"1093","Corey Grant",-0.0746078664282562
"1094","Lucky McKee",-0.0746078677406017
"1095","Steven R. Monroe",-0.0746078690521535
"1096","Brad J. Silverman",-0.0746078703629362
"1097","David M. Matthews",-0.074607871672973
"1098","Adam Goldberg",-0.074607872982289
"1099","Rebecca Miller",-0.0746078755985156
"1100","Maggie Carey",-0.0746078769054744
"1101","Simeon Rice",-0.0746078795168663
"1102","Jeff Garlin",-0.074607880821347
"1103","Qasim Basir",-0.0746078821250496
"1104","Adam Green",-0.0746078834279985
"1105","Bruce Campbell",-0.0746078847302168
"1106","Adam Carolla",-0.0746078860317298
"1107","Dave Rodriguez",-0.0746078899312611
"1108","Timothy Woodward Jr.",-0.0746078925263976
"1109","Tara Subkoff",-0.074607893822605
"1110","David Worth",-0.0746078951179369
"1111","Tyler Oliver",-0.0746078977057341
"1112","Deryck Broom",-0.0746078989982468
"1113","David Boyd",-0.0746079002898676
"1114","Steve Taylor",-0.0746079015806203
"1115","Kurt Voss",-0.0746079028705289
"1116","James David Pasternak",-0.0746079041596177
"1117","David Caffrey",-0.0746079067350939
"1118","Jay Alaimo",-0.0746079080215289
"1119","Rob McKittrick",-0.074607909307128
"1120","Harry Gantz",-0.0746079105919141
"1121","Matthew R. Anderson",-0.0746079118759118
"1122","Levan Gabriadze",-0.0746079131591449
"1123","Bradley Parker",-0.0746079144416377
"1124","Harold Cronk",-0.074607915723414
"1125","Craig Johnson",-0.0746079195636729
"1126","Sean Durkin",-0.0746079208420364
"1127","Gillian Robespierre",-0.0746079221195791
"1128","Greg Berlanti",-0.0746079259465069
"1129","Gia Coppola",-0.0746079297638701
"1130","Efram Potelle",-0.0746079348361995
"1131","Johnny Remo",-0.0746079373647536
"1132","Ti West",-0.074607938627071
"1133","Nick Tomnay",-0.0746079398881147
"1134","Becky Smith",-0.0746079411479069
"1135","Eric Nicholas",-0.0746079424064728
"1136","Benjamin Dickinson",-0.0746079436638352
"1137","Hal Haberman",-0.0746079449200185
"1138","Frank Whaley",-0.0746079461750459
"1139","Katherine Brooks",-0.074607947428942
"1140","David Cross",-0.0746079486817299
"1141","Mary Pat Kelly",-0.0746079499334337
"1142","Charlie Levi",-0.0746079511840771
"1143","Kevin Hamedani",-0.0746079524336846
"1144","Stefan C. Schaefer",-0.0746079561764566
"1145","Michael Taliferro",-0.0746079574221809
"1146","Katie Aselton",-0.0746079586669886
"1147","D. Stevens",-0.0746079599109035
"1148","Robert Hall",-0.0746079611539498
"1149","K. King",-0.0746079623961511
"1150","Jonathan Meyers",-0.0746079636375315
"1151","Allison Burnett",-0.0746079648781151
"1152","Kat Coiro",-0.0746079698315732
"1153","Jamie Babbit",-0.0746079723025246
"1154","Ramaa Mosley",-0.0746079735365388
"1155","Jamie Travis",-0.0746079784618469
"1156","Rich Christiano",-0.0746079796905114
"1157","Nick Love",-0.0746079809181284
"1158","Natalie Bible'",-0.0746079821447212
"1159","Catherine Jelski",-0.0746079845945927
"1160","Shane Dawson",-0.0746079858179195
"1161","Ryan Little",-0.0746079870402054
"1162","Clark Baker",-0.074607988261474
"1163","Matt Maiellaro",-0.0746079894817498
"1164","Caryn Waechter",-0.0746079919190797
"1165","Ryan Smith",-0.0746079931361821
"1166","Travis Romero",-0.0746079943522744
"1167","Anna Mastro",-0.0746079955673805
"1168","Gene Teigland",-0.0746079967815247
"1169","Richard Montoya",-0.0746079979947305
"1170","Michael Walker",-0.0746080016279457
"1171","Chris Kentis",-0.0746080028368508
"1172","Matt Walsh",-0.074608004044712
"1173","Joseph Dorman",-0.0746080100661024
"1174","Greg Harrison",-0.0746080112669895
"1175","Eric Schaeffer",-0.0746080136651456
"1176","Neema Barnette",-0.0746080148624622
"1177","Steve Buscemi",-0.0746080160586356
"1178","Jonathan Parker",-0.0746080208318547
"1179","Sol Tryon",-0.0746080220223597
"1180","Alex Craig Mann",-0.0746080232117528
"1181","Daston Kalili",-0.0746080244000574
"1182","Georgia Hilton",-0.0746080255872982
"1183","Jack Heller",-0.0746080267734987
"1184","Warren Sheppard",-0.0746080279586836
"1185","Joel Paul Reisig",-0.0746080303257609
"1186","Catherine Gund",-0.0746080315077021
"1187","Luke Dye",-0.07460803268861
"1188","Alec Asten",-0.0746080338685083
"1189","Lloyd Kaufman",-0.0746080350474208
"1190","Matthew Watts",-0.0746080362253725
"1191","Eric England",-0.0746080385781492
"1192","Sue Corcoran",-0.0746080397530226
"1193","Matt Jackson",-0.0746080420995199
"1194","Ari Kirschenbaum",-0.0746080432711923
"1195","Chad Kapper",-0.0746080456111668
"1196","Paul Fierlinger",-0.0746080467795163
"1197","Eric Mendelsohn",-0.0746080491127226
"1198","Babar Ahmed",-0.0746080502776266
"1199","Bruce Dellis",-0.0746080514414302
"1200","Jack Perez",-0.0746080526041561
"1201","Craig Zobel",-0.0746080537658298
"1202","Ken Del Conte",-0.0746080549264741
"1203","Piyush Dinker Pandya",-0.0746080560861126
"1204","Daniel Columbie",-0.0746080572447705
"1205","Drake Doremus",-0.0746080584024705
"1206","Al Franklin",-0.0746080595592366
"1207","Michael Kang",-0.0746080607150938
"1208","Lori Silverbush",-0.0746080618700652
"1209","Rachel Goldenberg",-0.0746080630241754
"1210","Jamin Winans",-0.0746080641774473
"1211","Tom Seidman",-0.0746080653299059
"1212","Jason Naumann",-0.074608066481575
"1213","Andrew Hyatt",-0.0746080687823023
"1214","Ward Roberts",-0.0746080699314095
"1215","James O'Brien",-0.0746080710797104
"1216","Jon Shear",-0.0746080722272294
"1217","David G. Evans",-0.07460807451968
"1218","Ava DuVernay",-0.0746080756646597
"1219","Sherman Alexie",-0.0746080768088415
"1220","Stevan Mena",-0.0746080790945679
"1221","Eric Valette",-0.0746080802361615
"1222","Livingston Oden",-0.0746080813769396
"1223","James Kerwin",-0.0746080847936146
"1224","C. Fraser Press",-0.0746080859305869
"1225","Ken Roht",-0.074608088201459
"1226","Deborah Anderson",-0.0746080915994318
"1227","Zal Batmanglij",-0.0746080938586819
"1228","Andrew Berends",-0.0746080949864916
"1229","Valentine",-0.0746080961131227
"1230","Nate Parker",-0.0746080972385987
"1231","Nathan Smith Jones",-0.0746080983629435
"1232","Travis Cluff",-0.0746080994861815
"1233","Larry Blamire",-0.0746081006083364
"1234","Stephen Langford",-0.074608101729432
"1235","E.L. Katz",-0.0746081028494917
"1236","Brett Piper",-0.0746081050862633
"1237","Wade Gasque",-0.0746081062030221
"1238","Daniel Schechter",-0.0746081073187288
"1239","Lena Dunham",-0.0746081084334076
"1240","Terron R. Parsons",-0.0746081095470816
"1241","Daniel Mellitz",-0.0746081106597746
"1242","Jem Cohen",-0.0746081117715109
"1243","Chad Hartigan",-0.0746081151002068
"1244","Kirk Loudon",-0.0746081162075685
"1245","Collin Joseph Neal",-0.0746081173138678
"1246","Mike Bruce",-0.0746081184191288
"1247","Eric Eason",-0.0746081195233755
"1248","Joseph Mazzella",-0.0746081206266319
"1249","Marcus Nispel",-0.0746081217289212
"1250","Daryl Wein",-0.0746081228302685
"1251","Jason Trost",-0.0746081239306973
"1252","Tadeo Garcia",-0.0746081250302312
"1253","Thomas L. Phillips",-0.0746081261288942
"1254","Shane Carruth",-0.0746081272267109
"1255","Benjamin Roberds",-0.0746081294195623
"1256","Daniel Hsia",-0.0746081305146455
"1257","Mike Newell",-0.0746279421018557
"1258","Stephen Sommers",-0.0746283472979819
"1259","Jonathan Mostow",-0.0746284353927031
"1260","Chris Miller",-0.0746285518670901
"1261","Simon Wells",-0.0746288484857563
"1262","Joe Wright",-0.0746288597131518
"1263","Louis Leterrier",-0.0746290100514156
"1264","Tim Johnson",-0.0746290705898811
"1265","Carlos Saldanha",-0.0746291379833309
"1266","John Woo",-0.0746291596944026
"1267","James L. Brooks",-0.0746292244293293
"1268","Brad Peyton",-0.0746292832346176
"1269","Will Finn",-0.0746293939649698
"1270","Brad Silberling",-0.0746295891746319
"1271","Timur Bekmambetov",-0.0746297333286421
"1272","Chris Columbus",-0.0746297869206819
"1273","Thor Freudenthal",-0.0746298014414223
"1274","Brian De Palma",-0.0746298159205579
"1275","D.J. Caruso",-0.0746300234169123
"1276","Eric Brevig",-0.0746300510098323
"1277","Breck Eisner",-0.0746300921040815
"1278","Gil Kenan",-0.0746302353612216
"1279","Ron Shelton",-0.0746302617252557
"1280","Steve Carr",-0.0746303053329677
"1281","Clark Johnson",-0.0746303312934973
"1282","Cameron Crowe",-0.0746303399124831
"1283","Paul W.S. Anderson",-0.0746303485147363
"1284","Betty Thomas",-0.0746303571004321
"1285","Joel Schumacher",-0.0746304124679859
"1286","Lawrence Kasdan",-0.0746305127960052
"1287","Michael Lembeck",-0.074630521049586
"1288","Larry Charles",-0.0746305823417139
"1289","David S. Goyer",-0.0746306106240949
"1290","Keenen Ivory Wayans",-0.0746306466548491
"1291","Josh Gordon",-0.074630662557548
"1292","Marc Lawrence",-0.0746306941434414
"1293","Christopher McQuarrie",-0.0746307371295273
"1294","Brian Robbins",-0.0746307642183048
"1295","John Pasquin",-0.0746307987526914
"1296","Harold Ramis",-0.0746308139978148
"1297","Jon Avnet",-0.0746308329649218
"1298","Robert Redford",-0.0746308405236777
"1299","Rod Lurie",-0.0746308555966415
"1300","Harald Zwart",-0.074630866861664
"1301","John Dahl",-0.0746308780935958
"1302","Kevin Bray",-0.0746309337538302
"1303","Jesse Dylan",-0.074630941117509
"1304","Akiva Schaffer",-0.0746309667805577
"1305","Karyn Kusama",-0.0746309777281453
"1306","Joe Roth",-0.0746311591749008
"1307","Andy Fickman",-0.0746311661185862
"1308","James McTeigue",-0.0746311730500961
"1309","Angela Robinson",-0.0746311799696122
"1310","Howard Deutch",-0.0746312040933957
"1311","Carl Franklin",-0.0746312178138337
"1312","Stephen Herek",-0.0746312620611036
"1313","Richard LaGravenese",-0.0746313157381137
"1314","Patrick Lussier",-0.0746313223865828
"1315","John Schultz",-0.0746313913976354
"1316","Roger Kumble",-0.0746314362580974
"1317","John Herzfeld",-0.0746314776658206
"1318","Julie Anne Robinson",-0.0746314839888065
"1319","Evan Goldberg",-0.0746314902989553
"1320","Anne Fletcher",-0.0746315091505059
"1321","David Koepp",-0.0746315864987892
"1322","Colin Strause",-0.0746316078009435
"1323","Greg Mottola",-0.0746316168816258
"1324","Joseph Kahn",-0.0746316439512077
"1325","Richard Shepard",-0.0746316737270958
"1326","Kirk Jones",-0.074631709065202
"1327","Charles Martin Smith",-0.0746317496749321
"1328","Steve Pink",-0.0746317554275802
"1329","Alexandre Aja",-0.0746318038440615
"1330","Tommy O'Haver",-0.0746318151197186
"1331","Craig Mazin",-0.0746318207414211
"1332","Les Mayfield",-0.0746318291551189
"1333","Terrence Malick",-0.0746318347515317
"1334","Ken Scott",-0.0746318486976753
"1335","Andrzej Bartkowiak",-0.074631865342331
"1336","John Luessenhop",-0.0746318928720496
"1337","Tom Vaughan",-0.0746319255784988
"1338","Jonathan Levine",-0.0746319471876843
"1339","Sam Weisman",-0.0746319899014695
"1340","Charles Stone III",-0.0746320241110532
"1341","James Gray",-0.0746321011908326
"1342","Callie Khouri",-0.0746321187913169
"1343","Sanaa Hamri",-0.0746321237955579
"1344","Jodie Foster",-0.0746321362614337
"1345","John Polson",-0.0746321951710802
"1346","Fred Wolf",-0.0746322000172381
"1347","Mario Van Peebles",-0.0746322644973958
"1348","David Bowers",-0.0746322902045741
"1349","Jon Lucas",-0.0746323271923306
"1350","Takashi Shimizu",-0.074632343147092
"1351","Steve Beck",-0.0746323521968325
"1352","Nelson McCormick",-0.0746323567024828
"1353","Andrew Fleming",-0.0746323634391603
"1354","William Brent Bell",-0.0746323679150453
"1355","Ed Harris",-0.0746323768335554
"1356","Amy Heckerling",-0.0746323967314353
"1357","Mark Rosman",-0.074632446518673
"1358","Kevin Tancharoen",-0.0746324802497203
"1359","Bart Freundlich",-0.0746324844113641
"1360","Elizabeth Allen Rosenbaum",-0.0746325672276687
"1361","Michael Mayer",-0.0746325711497362
"1362","Douglas Aarniokoski",-0.0746325906063945
"1363","David Raynr",-0.0746326078968119
"1364","Davis Guggenheim",-0.074632641904672
"1365","Mark Brown",-0.0746326604726121
"1366","Ira Sachs",-0.0746327183770715
"1367","Peter Sollett",-0.0746327534062168
"1368","Salim Akil",-0.0746327603062816
"1369","Morgan Spurlock",-0.0746327791108329
"1370","Bob Odenkirk",-0.0746328209101521
"1371","Chris Stokes",-0.074632863096219
"1372","Eli Roth",-0.074632899452639
"1373","Mitch Davis",-0.0746329103334307
"1374","Paul Schrader",-0.0746329149696171
"1375","Patrick Stettner",-0.0746329530035691
"1376","William Kaufman",-0.0746329604885337
"1377","John Sayles",-0.0746329679373929
"1378","James Cox",-0.0746329738724309
"1379","Fenton Bailey",-0.0746330105212959
"1380","Oren Peli",-0.0746330206490366
"1381","DJ Pooh",-0.0746330464022564
"1382","Karen Moncrieff",-0.0746330843270004
"1383","Patricia Cardoso",-0.0746330967947856
"1384","Craig Moss",-0.0746331160189071
"1385","Youssef Delara",-0.0746331201139563
"1386","Jon Gunn",-0.0746331525959956
"1387","Alex Kendrick",-0.0746331633009051
"1388","Kelly Reichardt",-0.0746331712903123
"1389","David DeCoteau",-0.0746332835931699
"1390","Kurt Hale",-0.0746333375457783
"1391","Joe Swanberg",-0.0746333471323561
"1392","Rob Marshall",-0.074652795046021
"1393","Martin Campbell",-0.0746531055190475
"1394","Tom Shadyac",-0.0746536501799556
"1395","Mike Mitchell",-0.0746537268018248
"1396","Jon Turteltaub",-0.0746538554933248
"1397","Gavin Hood",-0.0746540170573785
"1398","Kenneth Branagh",-0.0746540798039211
"1399","Rob Minkoff",-0.0746542209020407
"1400","Frank Coraci",-0.0746547645979077
"1401","Dominic Sena",-0.0746547957537667
"1402","Paul Weitz",-0.0746548164337247
"1403","Walt Becker",-0.0746550975545189
"1404","Gary Winick",-0.0746553357630341
"1405","John Singleton",-0.0746554595753101
"1406","Andy Tennant",-0.0746556371458775
"1407","Seth MacFarlane",-0.0746558286998633
"1408","Tim Hill",-0.0746560194154578
"1409","Chuck Russell",-0.0746560626500768
"1410","Jay Russell",-0.0746560743505001
"1411","Brian Levant",-0.0746562380710299
"1412","Sean Anders",-0.0746562529406172
"1413","Rawson Marshall Thurber",-0.0746564729130781
"1414","Jaume Collet-Serra",-0.0746566173769673
"1415","David Zucker",-0.0746566940588128
"1416","Burr Steers",-0.0746567911084929
"1417","Ken Kwapis",-0.0746568669234368
"1418","Jake Kasdan",-0.0746569712359346
"1419","Chris Rock",-0.0746571151078864
"1420","David Wain",-0.0746572327797244
"1421","Ivan Reitman",-0.0746573590678629
"1422","Jeff Wadlow",-0.0746574592458905
"1423","Bille Woodruff",-0.0746575527689973
"1424","Rob Zombie",-0.0746578970475749
"1425","Michael Tiddes",-0.0746583431846282
"1426","Eric Darnell",-0.074679321152804
"1427","Jonathan Liebesman",-0.0746794754059281
"1428","Joe Johnston",-0.0746794980482131
"1429","Paul Feig",-0.0746796048913723
"1430","Jon M. Chu",-0.0746796717747569
"1431","Tarsem Singh",-0.0746806180355098
"1432","Adam Shankman",-0.0746807162853515
"1433","Scott Derrickson",-0.0746807485806295
"1434","Steven Brill",-0.0746807806550138
"1435","Barry Levinson",-0.0746809598483034
"1436","Oliver Stone",-0.0746811109939196
"1437","Bobby Farrelly",-0.0746811574035523
"1438","Donald Petrie",-0.0746818247372192
"1439","David Gordon Green",-0.074682006665268
"1440","David R. Ellis",-0.0746820860243839
"1441","Malcolm D. Lee",-0.0746823726799664
"1442","Luke Greenfield",-0.07468250330279
"1443","Jason Friedberg",-0.0746826873537026
"1444","Miguel Arteta",-0.0746828042846062
"1445","Michael Polish",-0.0746833763658892
"1446","John Erick Dowdle",-0.0746833946245651
"1447","Jay Duplass",-0.074683512971003
"1448","Tim Story",-0.0747052718415931
"1449","Raja Gosnell",-0.0747054688065321
"1450","Jay Roach",-0.0747057349101283
"1451","Dennis Dugan",-0.0747058629237863
"1452","Peter Segal",-0.0747060302054232
"1453","Robert Luketic",-0.074706312701441
"1454","Mark Neveldine",-0.0747070132547319
"1455","Garry Marshall",-0.0747071476480118
"1456","John Whitesell",-0.0747071867051055
"1457","Wes Craven",-0.0747076247132371
"1458","Kevin Smith",-0.0747078287304377
"1459","Brett Ratner",-0.0747295418634964
"1460","Simon West",-0.0747310406176592
"1461","Mark Waters",-0.0747311759533748
"1462","Renny Harlin",-0.0747316379456805
"1463","Rob Cohen",-0.0747551518555518
"1464","Tyler Perry",-0.0747845170762598
"1465","Paul McGuigan",-0.0880878134039172
